Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
GasA,TA,Y,SBrkr,944,545,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,TA,TA,Y,335,0,0,0,0,NA,GdWo,RL,9900,Pave,NA,Reg,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,778,778,NA,0,7,2009,WD,Normal,139500
GasA,Ex,Y,SBrkr,1489,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,0,140,0,0,0,NA,NA,FV,11216,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,1489,1489,NA,0,6,2006,New,Partial,232600
GasA,Ex,Y,SBrkr,2084,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,188,45,0,0,0,NA,NA,RL,14803,Pave,NA,Reg,Lvl,AllPub,Inside,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,442,2078,NA,0,6,2008,New,Partial,385000
GasA,Gd,Y,SBrkr,784,0,784,1,0,1,0,2,1,Gd,5,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,0,0,0,0,NA,NA,RM,6130,Pave,NA,Reg,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,0,784,NA,0,5,2008,WD,Normal,109500
GasA,Ex,Y,SBrkr,1434,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,TA,TA,Y,290,39,0,0,0,NA,NA,RL,8529,Pave,NA,IR1,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,20,1434,1454,NA,0,4,2009,WD,Normal,189000
GasA,TA,Y,SBrkr,1160,966,2126,0,1,2,1,3,1,TA,7,Min2,0,NA,Attchd,1967,Fin,2,TA,TA,Y,486,0,0,225,0,NA,NA,RL,28698,Pave,NA,IR2,Low,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Plywood,Plywood,None,0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,0,1013,NA,0,6,2009,WD,Abnorml,185000
GasA,Ex,Y,SBrkr,520,623,1223,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2005,RFn,2,TA,TA,Y,0,166,0,0,0,NA,NA,FV,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,600,600,NA,0,7,2006,WD,Normal,147400
GasA,TA,Y,FuseA,1392,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,2,TA,TA,Y,0,0,0,192,0,NA,NA,RL,11900,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,352,1392,NA,0,6,2008,WD,Normal,166000
GasA,Ex,Y,SBrkr,520,600,1200,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2005,RFn,2,TA,TA,Y,0,166,0,0,0,NA,NA,FV,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,600,600,NA,0,6,2006,WD,Normal,151000
GasA,Ex,Y,SBrkr,941,888,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003,RFn,2,TA,TA,Y,192,39,0,0,0,NA,NA,RL,9548,Pave,NA,IR1,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,Gd,TA,No,GLQ,483,458,941,NA,0,1,2010,WD,Normal,237000
GasA,TA,Y,SBrkr,1516,0,1516,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1964,RFn,2,TA,TA,Y,0,0,0,152,0,NA,NA,RL,10004,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,975,1516,NA,0,2,2009,WD,Normal,167000
GasA,Gd,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1961,Unf,2,TA,TA,Y,0,0,0,0,0,NA,GdWo,RL,7875,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,TA,TA,No,Rec,572,572,1144,NA,0,9,2008,WD,Normal,139950
GasA,TA,Y,SBrkr,1067,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,NA,Attchd,1996,Unf,2,TA,TA,Y,290,0,0,0,0,NA,NA,RL,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,625,1067,NA,0,2,2010,WD,Normal,128000
GasA,Gd,Y,SBrkr,1559,0,1559,1,0,1,0,2,1,TA,5,Min2,0,NA,Detchd,1948,Unf,2,TA,TA,Y,0,116,0,0,0,NA,GdWo,RM,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,338,1221,1559,NA,0,6,2007,COD,Normal,153500
GasA,TA,Y,SBrkr,483,504,987,1,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1973,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RM,1680,Pave,NA,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,No,BLQ,330,153,483,NA,0,11,2008,WD,Normal,100000
GasA,Ex,Y,SBrkr,1099,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1999,Unf,1,TA,TA,Y,278,0,0,0,0,NA,NA,RL,9525,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,1099,1099,NA,0,6,2008,WD,Normal,144000
GasA,Ex,Y,SBrkr,768,432,1200,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1946,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,11767,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,416,768,NA,0,5,2008,WD,Normal,130500
GasA,TA,N,SBrkr,810,672,1482,0,0,2,0,4,1,Fa,7,Typ,0,NA,Detchd,1934,Unf,1,TA,TA,P,0,0,0,0,0,NA,NA,RH,12155,Pave,NA,IR1,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,156,516,672,NA,0,3,2008,WD,Normal,140000
GasA,Gd,Y,SBrkr,958,581,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983,Unf,2,Gd,TA,P,70,78,0,0,0,NA,NA,RM,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,650,650,NA,0,6,2008,WD,Normal,157500
GasA,TA,Y,SBrkr,1165,0,1165,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1966,RFn,2,Gd,Gd,Y,0,129,0,0,0,NA,GdPrv,RL,9020,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,TA,TA,Gd,Rec,312,276,1127,NA,0,5,2008,WD,Normal,174900
GasA,Ex,N,SBrkr,1800,0,1800,0,0,2,0,6,2,TA,10,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,0,0,0,0,NA,NA,RL,8000,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,1800,1800,NA,0,7,2007,WD,Normal,141000
GasA,Gd,Y,SBrkr,876,540,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,3,TA,TA,Y,418,0,0,0,0,NA,NA,RM,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,876,876,NA,0,6,2008,WD,Normal,153900
GasA,TA,Y,SBrkr,1701,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975,Fin,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,16647,Pave,NA,IR1,Lvl,AllPub,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,0,1390,NA,0,1,2007,WD,Normal,171000
GasA,Ex,Y,SBrkr,1006,769,1775,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993,Unf,2,TA,TA,Y,234,72,0,0,0,NA,NA,RL,9317,Pave,NA,Reg,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,137,Gd,TA,PConc,Gd,TA,No,ALQ,513,227,740,NA,0,7,2009,WD,Normal,213000
GasA,Ex,Y,SBrkr,864,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,15523,Pave,NA,IR1,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,460,404,864,NA,0,8,2009,WD,Normal,133500
GasA,TA,Y,SBrkr,1307,1051,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908,Unf,2,Fa,TA,Y,486,40,0,175,0,NA,NA,RL,45600,Pave,NA,IR2,Bnk,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,907,907,NA,0,9,2008,WD,Normal,240000
GasA,Ex,Y,SBrkr,1094,761,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,TA,TA,Y,113,100,0,0,0,NA,NA,RL,9600,Pave,NA,Reg,Lvl,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,TA,TA,No,Unf,0,528,528,NA,0,8,2007,WD,Normal,187000
GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,2003,Fin,2,TA,TA,Y,140,0,0,0,0,NA,NA,RM,4435,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,659,189,848,NA,0,11,2007,WD,Normal,131500
GasA,Ex,Y,SBrkr,1456,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,TA,TA,Y,143,20,0,0,0,NA,NA,RL,3196,Pave,NA,Reg,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40,Gd,TA,PConc,Gd,TA,Gd,Unf,0,1273,1273,NA,0,5,2006,WD,Normal,215000
GasA,Gd,Y,SBrkr,918,728,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941,Unf,1,TA,TA,Y,0,0,0,126,0,NA,MnPrv,RL,7128,Pave,NA,Reg,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,364,554,918,NA,0,8,2007,WD,Normal,164000
GasA,TA,Y,SBrkr,1445,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964,RFn,2,TA,TA,Y,180,0,0,0,0,NA,MnPrv,RL,12095,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115,TA,Gd,CBlock,TA,TA,Gd,Rec,564,563,1127,NA,0,8,2009,WD,Normal,158000
GasA,TA,Y,SBrkr,1779,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955,Unf,2,TA,TA,Y,0,418,0,312,0,NA,NA,RL,17920,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,372,1763,NA,0,7,2006,WD,Abnorml,170000
GasA,Ex,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1962,Unf,1,TA,TA,Y,0,104,0,0,0,NA,NA,RL,6897,Pave,NA,IR1,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,659,381,1040,NA,0,4,2010,WD,Normal,127000
GasA,TA,Y,SBrkr,1026,0,1026,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,2,TA,Fa,Y,0,0,0,0,0,NA,MnPrv,RL,10970,Pave,NA,IR1,Low,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,0,940,NA,0,10,2008,WD,Normal,147000
GasA,Gd,Y,SBrkr,702,779,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994,Fin,2,TA,TA,Y,0,36,0,0,0,NA,NA,RL,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,702,702,NA,0,3,2009,WD,Normal,174000
GasA,TA,Y,SBrkr,1370,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976,RFn,2,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,10400,Pave,NA,Reg,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189,TA,TA,CBlock,Gd,TA,No,Unf,0,1090,1090,NA,0,6,2009,WD,Family,152000
GasA,TA,Y,SBrkr,1512,1142,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968,Unf,2,TA,TA,Y,0,65,0,222,0,NA,NA,RL,11029,Pave,NA,IR1,Lvl,AllPub,Corner,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220,TA,TA,CBlock,TA,TA,Mn,BLQ,619,435,1054,NA,0,8,2006,WD,Normal,250000
GasA,Gd,Y,SBrkr,912,514,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,TA,TA,Y,0,240,0,0,0,NA,GdPrv,RL,7642,Pave,NA,Reg,Lvl,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,912,912,NA,0,6,2007,WD,Normal,189950
GasA,Ex,Y,SBrkr,1039,0,1039,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1965,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,0,TA,TA,PConc,TA,TA,Mn,BLQ,841,198,1039,NA,0,4,2010,WD,Normal,131500
GasA,TA,Y,SBrkr,1097,0,1097,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,TA,TA,Y,0,0,0,0,0,NA,GdPrv,RL,9672,Pave,NA,Reg,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,702,1040,NA,0,5,2010,WD,Normal,152000
GasA,TA,Y,SBrkr,1148,0,1148,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,Unf,1,TA,TA,Y,0,0,0,0,0,NA,GdPrv,RL,7931,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1148,0,1148,NA,0,7,2009,WD,Normal,132500
GasA,Ex,Y,SBrkr,1372,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,2,TA,TA,Y,0,140,0,0,0,NA,NA,FV,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,0,1372,1372,NA,0,5,2008,New,Partial,250580
GasA,TA,Y,SBrkr,1002,0,1002,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1973,Unf,2,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,8750,Pave,NA,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76,TA,TA,CBlock,TA,TA,No,BLQ,828,174,1002,NA,0,8,2009,WD,Normal,148500
GasA,Ex,Y,SBrkr,1646,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,TA,TA,Y,192,80,0,0,0,NA,NA,RL,10656,Pave,NA,IR1,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,274,Gd,TA,PConc,Gd,TA,Av,Unf,0,1638,1638,NA,0,11,2007,New,Partial,248900
GasA,TA,Y,SBrkr,1120,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,NA,Attchd,1961,RFn,2,TA,TA,Y,168,0,0,0,0,NA,NA,RL,6970,Pave,NA,Reg,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,932,108,1040,Shed,400,5,2007,WD,Normal,129000
GasA,Gd,Y,SBrkr,1547,720,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,TA,TA,P,120,144,0,0,0,NA,NA,RL,14762,Pave,NA,IR2,Lvl,AllPub,Corner,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,Plywood,Plywood,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,NA,0,5,2006,WD,Normal,169000
GasA,Ex,Y,SBrkr,1062,887,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,Fin,2,TA,TA,Y,156,90,0,0,0,NA,GdPrv,RL,9938,Pave,NA,Reg,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246,Gd,TA,PConc,Gd,TA,No,GLQ,750,300,1050,NA,0,6,2010,WD,Normal,236000
GasA,Gd,N,SBrkr,894,0,894,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,6600,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,894,894,NA,0,8,2009,WD,Normal,109500
GasA,Ex,Y,SBrkr,804,878,1682,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1998,RFn,2,TA,TA,Y,0,77,0,0,0,NA,NA,RL,8750,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Gd,TA,No,GLQ,505,299,804,NA,0,6,2010,WD,Normal,200500
GasA,Gd,Y,SBrkr,910,0,910,0,0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,1953,Unf,2,TA,TA,Y,196,0,0,0,0,NA,GdWo,RL,8892,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,WdShing,Wd Shng,None,0,Gd,TA,Stone,TA,TA,Av,Unf,0,105,105,NA,0,10,2008,WD,Normal,116000
GasA,Gd,Y,SBrkr,1036,0,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,TA,TA,Y,0,28,0,0,0,NA,NA,RL,12144,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,TA,TA,No,Rec,375,457,832,Othr,0,9,2009,WD,Normal,133000
GasA,Ex,Y,SBrkr,676,455,1131,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1941,Unf,1,TA,TA,Y,26,0,0,0,0,NA,NA,RM,5720,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,676,676,NA,0,8,2009,WD,Abnorml,66500
GasA,Ex,Y,SBrkr,1184,1426,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,2,TA,TA,Y,208,364,0,0,0,NA,NA,FV,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,1120,1184,NA,0,8,2007,New,Partial,303477
GasA,Gd,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1963,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,25286,Pave,NA,Reg,HLS,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0,TA,TA,PConc,TA,TA,Gd,ALQ,633,431,1064,NA,0,1,2007,WD,Normal,132250
GasA,Ex,Y,SBrkr,1462,762,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004,Fin,3,TA,TA,Y,184,0,0,0,0,NA,NA,RL,8834,Pave,NA,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216,Gd,TA,PConc,Ex,TA,No,GLQ,1170,292,1462,NA,0,6,2009,WD,Normal,350000
GasA,TA,Y,SBrkr,1155,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,NA,Detchd,1987,Unf,2,TA,TA,Y,192,0,0,0,0,NA,MnPrv,RL,11782,Pave,NA,IR1,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,899,210,1109,Shed,400,6,2010,WD,Normal,148000
GasA,Ex,Y,SBrkr,864,0,864,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1978,Unf,1,TA,TA,Y,0,0,0,0,0,NA,GdWo,RL,7000,Pave,NA,IR1,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90,Gd,Gd,CBlock,TA,TA,No,ALQ,646,218,864,NA,0,7,2009,WD,Normal,136500
GasA,Gd,Y,SBrkr,1090,0,1090,1,0,1,1,2,1,TA,5,Typ,0,NA,Attchd,2005,Fin,2,TA,TA,Y,0,49,0,0,0,NA,NA,RL,7024,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,Gd,No,ALQ,980,110,1090,NA,0,6,2007,WD,Normal,157000
GasA,Ex,Y,SBrkr,1187,530,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,2,TA,TA,Y,168,36,0,0,0,NA,NA,RL,13758,Pave,NA,IR1,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,117,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,254,1156,NA,0,4,2007,WD,Normal,187500
